park_name,park_type,park_prima,geometry,species_count,species_richness
Valdez Park,Local,Park,"POLYGON ((-123.1771059643925 49.2527370179124, -123.1757919895474 49.25273201045766, -123.1758009805229 49.25200901739373, -123.1771140283778 49.25201402624458, -123.1771059643925 49.2527370179124))",1,1
Vandusen Botanical Gardens Park,Local,Park,"POLYGON ((-123.1280019642668 49.24093002518506, -123.1280160368536 49.24050201337565, -123.1281109816355 49.23774803410348, -123.1378650511199 49.23808296230221, -123.1378390051286 49.23885903561604, -123.137720055929 49.23885701917852, -123.1377159437386 49.23896701289472, -123.1375389877705 49.23920698857295, -123.1374019779145 49.23939196619363, -123.1373259637481 49.23939097724895, -123.1373219644651 49.23950097208243, -123.1370960233809 49.23980701646913, -123.1358410411476 49.23978898266792, -123.1350470423309 49.2400349842818, -123.1350359476498 49.24037000171323, -123.1353899530015 49.2404929772714, -123.1354820261621 49.24052497578858, -123.1354790113606 49.24062399653838, -123.1360739757521 49.24082996620812, -123.136060010828 49.24123099928521, -123.1332030222435 49.24112496846867, -123.1280019642668 49.24093002518506))",51,31
Vanier Park,Local,Park,"MULTIPOLYGON (((-123.1405060300569 49.27693498850036, -123.1404619775841 49.27683197745745, -123.1403470067173 49.27666601052596, -123.1402990244693 49.27661597585834, -123.1401840342335 49.27656296434637, -123.1400569909632 49.2764970171167, -123.1400259923989 49.27647897784027, -123.1399870504135 49.27645896990292, -123.1399589729222 49.27643202432081, -123.1399530131768 49.27640900819765, -123.1399709561821 49.27638002769854, -123.1400449724044 49.27633596071686, -123.1400589651451 49.27615301895197, -123.1399820226257 49.27604402278004, -123.1398710308419 49.27588101753123, -123.1395730177719 49.2754870191578, -123.1394770557226 49.27534602956092, -123.1394099687903 49.27527398355088, -123.139338017814 49.27520599058199, -123.1392789462665 49.27516199429353, -123.1392409535335 49.27511599410268, -123.1391969492675 49.27506901221489, -123.1391430472857 49.27500900127752, -123.1390880081499 49.27494800270685, -123.1396450339977 49.27477501803197, -123.1409429620076 49.27435498062729, -123.1419560367985 49.27402899058929, -123.1426699966619 49.27399600484708, -123.1462049611271 49.27382601799599, -123.1461470199026 49.27524101702056, -123.1457830328973 49.27524804156549, -123.145716018011 49.2752420109473, -123.1456350123386 49.2752199893277, -123.1455200554605 49.27517903491869, -123.1452900057295 49.27508903104559, -123.1450939686297 49.27503900442186, -123.1449169452858 49.27501701323709, -123.1449309531074 49.27492301464427, -123.1442300368991 49.27402896241702, -123.1432450179562 49.27433002673497, -123.1433890052811 49.27449298770136, -123.1437009527768 49.2748370458322, -123.1439789962204 49.27513698784395, -123.1438449527187 49.27515900859213, -123.1435729479781 49.27525998245605, -123.1434630271989 49.27531299951509, -123.1432809858021 49.27539803298868, -123.1430900315723 49.27549800631692, -123.1419909643107 49.27585001326567, -123.1424860373293 49.27652300579332, -123.1425809824684 49.27650400305556, -123.1434990361193 49.27623702324317, -123.1439749593577 49.27694402791146, -123.1440609500946 49.27692503465348, -123.1444190153626 49.27682701001697, -123.1446779507302 49.27675204124172, -123.1447779516521 49.27671702155082, -123.1448400020657 49.27669203252837, -123.1449689662474 49.2766760423869, -123.1451269887102 49.27667296575642, -123.1452469485963 49.27667902062785, -123.1453950299334 49.27668800776679, -123.1453949966743 49.27663800505483, -123.1453660298447 49.276541002992, -123.1453040397851 49.27643199122438, -123.1452700135118 49.27638796639313, -123.145206972801 49.27626897393088, -123.1451779763734 49.27620003160499, -123.1451539492396 49.27612496707666, -123.1451540221871 49.27603404437225, -123.1461159446696 49.27604200453214, -123.1461020529964 49.27628996938137, -123.1460519930614 49.27745800012531, -123.1460760167457 49.27787696951658, -123.1460690142189 49.27792401373249, -123.1460300531277 49.27793701393649, -123.1458630127515 49.27795898813059, -123.1457480513237 49.27799600640864, -123.145643031197 49.27805900255681, -123.1456009816068 49.27817803745772, -123.1455009919751 49.27841001163131, -123.145366996367 49.27856702510122, -123.1452529993603 49.27870098953577, -123.1451760528056 49.2787890412378, -123.1450469850753 49.27884900856309, -123.1448560057082 49.27890500723502, -123.1446359507152 49.27894296460229, -123.1443830017783 49.27893698601422, -123.1441670350386 49.27890002282272, -123.1439039500176 49.27887804774976, -123.1436839674198 49.27886303287473, -123.1433630234519 49.27878797727685, -123.1430849461194 49.27871700409352, -123.1427880298662 49.27863903924736, -123.1425249942595 49.27855500704709, -123.1421899667347 49.27842996233426, -123.1419690101301 49.27823300967058, -123.1418250294809 49.27811402418168, -123.1416710106699 49.27797301788708, -123.1414940242986 49.2778480472881, -123.1413840460714 49.27780501382058, -123.14121095417 49.27773300834151, -123.1410150038294 49.27763602940767, -123.1408620487675 49.27754898070927, -123.1407799716958 49.27743000921281, -123.1406309536033 49.27729196272792, -123.1405980315107 49.27723597359851, -123.1405730337796 49.27713599840123, -123.1405679976028 49.27707898614732, -123.1405060300569 49.27693498850036)), ((-123.1386010228375 49.27430700174119, -123.1394180283182 49.27415196259212, -123.1394289930414 49.2741809976413, -123.1394510483798 49.27428403466225, -123.1395450497572 49.27449400593313, -123.1387660272756 49.27473398769666, -123.13853602286 49.2744530415105, -123.1385080242679 49.27433202430183, -123.1386010228375 49.27430700174119)), ((-123.1395269575037 49.27414796345889, -123.1406219739199 49.27409303622783, -123.139645019043 49.27440799891654, -123.1395880410381 49.27442299724544, -123.1395550254046 49.27437303346066, -123.1395550324356 49.27425504025641, -123.1395379610936 49.27419102903254, -123.1395269575037 49.27414796345889)))",11,8
Victoria Park,Local,Park,"POLYGON ((-123.0675020435003 49.27202503362263, -123.0658429590363 49.2720130406326, -123.0658549979156 49.27134896391317, -123.0675130409279 49.27136203610544, -123.0675020435003 49.27202503362263))",0,0
Victory Square Park,Local,Park,"POLYGON ((-123.1099810429842 49.28263604344897, -123.1097880198939 49.28251103922621, -123.1097390010864 49.28239102495946, -123.1100219914341 49.28172704657818, -123.1101030251428 49.28171302993799, -123.1107460139181 49.28212898723837, -123.1099810429842 49.28263604344897))",0,0
Volunteer Park,Local,Park,"POLYGON ((-123.1687039512655 49.27132497215814, -123.1687169704502 49.27132000674526, -123.1687289687036 49.27131504247145, -123.1687409711033 49.27131097810632, -123.1687529693518 49.27130601382973, -123.1687659871014 49.27130095920392, -123.1687779895471 49.27129698400553, -123.1687910087161 49.27129201858357, -123.1688030097307 49.27128804424564, -123.1688160288965 49.27128298875044, -123.1688290508345 49.27127901326809, -123.1688410518974 49.27127503802661, -123.1688539611829 49.2712709722183, -123.1688669789647 49.27126600675093, -123.1688800022653 49.27126203129837, -123.1688930228769 49.27125796480286, -123.1689060462279 49.27125398844785, -123.1689189583339 49.27125100174695, -123.1689319802541 49.27124702625206, -123.1689450008568 49.27124295975015, -123.1689580241992 49.27123898338884, -123.1689710489475 49.27123599693429, -123.1689839582091 49.27123202118037, -123.1689980039355 49.2712290326803, -123.1690110245274 49.27122496617039, -123.1690240506402 49.2712219797453, -123.1690379822844 49.2712189918508, -123.1690510084486 49.27121600452321, -123.169048987103 49.27128804459159, -123.1690620132874 49.27128496719292, -123.1690750380419 49.27128198072612, -123.1690889697009 49.27127899282514, -123.1691019958786 49.27127600549179, -123.1691150206281 49.27127301902007, -123.1691289564918 49.27127102019509, -123.1691419826647 49.27126803285682, -123.1691560283918 49.2712650443364, -123.1691690573455 49.27126304693927, -123.1691819680666 49.27125997010084, -123.1691960179451 49.27125797155551, -123.1692090427384 49.27125498417323, -123.1692229785926 49.27125298533596, -123.1692370271504 49.2712509858501, -123.1692500560967 49.27124898844317, -123.1692639891062 49.27124600055548, -123.16927701805 49.27124400314524, -123.169290953898 49.27124200429922, -123.1693050024495 49.27124000480447, -123.1693180313898 49.27123800738931, -123.1693319672343 49.27123600853794, -123.1693460157823 49.27123400903793, -123.1693590447191 49.27123201161776, -123.1693729834033 49.27123100180636, -123.169387031948 49.27122900230083, -123.1694009677868 49.27122700344062, -123.1694139967193 49.27122500601381, -123.1694280494768 49.27122399558412, -123.1694419853123 49.27122199671859, -123.1694560380133 49.27122098718456, -123.169469972475 49.27121898827941, -123.1694840251745 49.27121797874171, -123.1694970541558 49.27121598040562, -123.1695109928322 49.27121497057635, -123.1695250455297 49.27121396103335, -123.1695389855761 49.27121304130667, -123.1695530369006 49.271212031724, -123.169566972782 49.27121003194295, -123.1695810254767 49.27120902239266, -123.1695949641493 49.27120801255256, -123.1696090168428 49.27120700299859, -123.16962205283 49.27120698367305, -123.169635991501 49.27120597382765, -123.169650044193 49.27120496426836, -123.1696639828625 49.27120404448947, -123.1696780356082 49.27120303402727, -123.1696919770722 49.2712030141191, -123.1697060298169 49.27120200365322, -123.1697199726524 49.2712019837774, -123.1697340253962 49.27120097330793, -123.1697479682311 49.27120104349866, -123.1697620196023 49.27120003298957, -123.169775962492 49.27120001220726, -123.1697900180314 49.27119999167498, -123.1698039566968 49.27119898180784, -123.1698180122359 49.2711989612718, -123.1698319550704 49.27119903145176, -123.1698460120361 49.27119901004892, -123.1698599534988 49.27119899011905, -123.1698740090379 49.27119896957581, -123.1698879519274 49.27119903884923, -123.1698689558942 49.2718400237361, -123.1697860213649 49.27185201707831, -123.1696450528447 49.27186499427805, -123.1695620351391 49.27188598146951, -123.1694549589038 49.27193200403605, -123.1694259742299 49.27194202980001, -123.1694120452379 49.27194600678551, -123.1693140434358 49.27199399564111, -123.1692640053335 49.27201304455694, -123.1692250388706 49.27202101608282, -123.1689899838837 49.27206704572437, -123.1688480383712 49.27209297447644, -123.16880601445 49.27210202936051, -123.1686159826905 49.27168897183171, -123.1686279962812 49.27135602010423, -123.1687039512655 49.27132497215814))",2,2
W.C. Shelley Park,Local,Park,"POLYGON ((-123.073473986897 49.26320303316319, -123.0723689577173 49.26319401808681, -123.0723750423359 49.26286000001378, -123.0734799522507 49.26286901561654, -123.073473986897 49.26320303316319))",0,0
Wendy Poole Park,Local,Park,"POLYGON ((-123.0998119777597 49.28418502541724, -123.0997980092768 49.28439898909659, -123.0995859654071 49.28444701610071, -123.0994990339223 49.28446399835927, -123.0995240290123 49.28443304019912, -123.0995589801148 49.2843910112453, -123.0995909856019 49.28434997410022, -123.0996159551916 49.28430597460733, -123.0996449732735 49.28424596458313, -123.0996599599589 49.28419999542486, -123.0996629833116 49.28418101650747, -123.0998119777597 49.28418502541724))",0,0
West Point Grey Park,Local,Park,"POLYGON ((-123.2057993831746 49.26714469495607, -123.2030369871979 49.26710237517989, -123.2027606295718 49.26710372593451, -123.2028163726339 49.26559065066863, -123.2030932790085 49.26557622085731, -123.2058541894756 49.26561900126305, -123.2057993831746 49.26714469495607))",0,0
Westmount Park,Local,Park,"POLYGON ((-123.2147349987237 49.27239902608149, -123.2136500563408 49.27150403883049, -123.2147670077771 49.27152103359231, -123.2147349987237 49.27239902608149))",0,0
William Mackie Park,Local,Park,"POLYGON ((-123.1423811892283 49.20667911839329, -123.1423831188303 49.2066350391778, -123.142387664764 49.20649965267659, -123.1431736408454 49.20651117919333, -123.1431768403766 49.20651466184019, -123.1432108750694 49.2065527158942, -123.1432438805156 49.20659113089662, -123.1432758474986 49.20662992281878, -123.1432907919288 49.20664866742558, -123.1432934644844 49.20665201809371, -123.1433237353226 49.20669139559752, -123.1433250727829 49.20669316329479, -123.1433275324348 49.20669647318685, -123.1433566731423 49.20673622337966, -123.1433847462088 49.20677628936814, -123.1434117365638 49.20681667075359, -123.1434376438306 49.20685735131248, -123.1434624823691 49.2068983206165, -123.1434862102092 49.20693956944672, -123.143508842153 49.20698108018016, -123.1435298220403 49.20702176702211, -123.1435309827304 49.20702395520893, -123.1431949245126 49.20701919561401, -123.142988978799 49.20701630794766, -123.1427823608285 49.20701333000018, -123.1426450669307 49.20701134473973, -123.1425077757867 49.20700944855658, -123.1423697966399 49.20700747270064, -123.1423811892283 49.20667911839329))",0,0
Willow Park,Local,Park,"POLYGON ((-123.12219004924 49.26499202566065, -123.1218970558582 49.26498702929514, -123.1219079878792 49.2646860088193, -123.1222009806776 49.26469100609319, -123.12219004924 49.26499202566065))",0,0
Winona Park,Local,Park,"POLYGON ((-123.1152129910489 49.21682499617709, -123.112738982458 49.2167949712166, -123.112839044767 49.21414504309897, -123.1153209507373 49.21417101118929, -123.1152129910489 49.21682499617709))",0,0
Woodland Park,Local,Park,"POLYGON ((-123.0740220524473 49.27932499430045, -123.0728219862389 49.27930902910069, -123.0728910123945 49.27768100924978, -123.0740939849393 49.27769598265915, -123.0740220524473 49.27932499430045))",0,0
Yaletown Park,Local,Park,"POLYGON ((-123.1186077683681 49.2770144908621, -123.1189742607959 49.27676976397164, -123.1193316956451 49.27700097507915, -123.118960438568 49.27724453739687, -123.1186077683681 49.2770144908621))",0,0
Marine Drive Golf Club (Private),Local,Golf Course,"POLYGON ((-123.1590354240806 49.21814520963045, -123.1590346921835 49.21814209796553, -123.1590340280974 49.21814222999335, -123.1588841066417 49.21781962702246, -123.1585714284241 49.21755896623761, -123.1582322400341 49.21727640379778, -123.1580510184278 49.21708906125098, -123.157850961916 49.21688226385054, -123.1575843648426 49.21660693099589, -123.157299310339 49.21631253548821, -123.1569947094683 49.21599766481334, -123.1567029394023 49.21569616130633, -123.1565718270091 49.21556070458272, -123.1565910105076 49.21502401413564, -123.1566424782102 49.21358267464328, -123.1567030841473 49.21188281872185, -123.1567250226523 49.21126899398481, -123.1567256160277 49.21126860338165, -123.1567279710034 49.21126705219068, -123.1567288920183 49.21126747373545, -123.1568227158314 49.21130184754164, -123.1569148831633 49.21133508400685, -123.1570174575277 49.21138313724887, -123.1570968016975 49.2114283482022, -123.1571861311494 49.2114905825503, -123.1572722867418 49.21156297597991, -123.1573504112163 49.21163494042331, -123.1574646580886 49.21174358725508, -123.1576158144142 49.21189025764066, -123.1576972779848 49.21196333041833, -123.1577521081114 49.21200481095584, -123.1578023446366 49.21203278371052, -123.1578458010617 49.21205743750524, -123.1579030918229 49.21208956689682, -123.1580042212245 49.21214223804824, -123.1581068556682 49.21219653236317, -123.1581728165794 49.21223922403826, -123.1582372089398 49.21227922779661, -123.15830151491 49.21231138246974, -123.1584039624171 49.21235416487672, -123.1584851930969 49.21238218061816, -123.1585473914087 49.21240794612918, -123.1585886178848 49.21243714382882, -123.1586266266823 49.21246864917878, -123.15868102813 49.21250154778186, -123.1587327020064 49.21253197295423, -123.1587887953895 49.21256691584396, -123.15883999765 49.21259652862733, -123.1589110684491 49.2126355666761, -123.159039502332 49.21270382845606, -123.1591388470286 49.21275612800209, -123.159233802013 49.21280569226442, -123.1592851298601 49.21283103929285, -123.159329086767 49.2128497333942, -123.1593771912718 49.21286628571792, -123.1594603822761 49.2128947838038, -123.1596198964497 49.2129638521868, -123.1598087395342 49.21305557413987, -123.1598937566015 49.21308996788767, -123.1599409237926 49.21311186933362, -123.1599620558297 49.21312332565005, -123.1599842319774 49.21313913865001, -123.1600049865459 49.21315791290466, -123.1600317961659 49.2131746794028, -123.1600749637647 49.21319213091156, -123.1601636247998 49.21322158414473, -123.1602871727238 49.21325864836233, -123.1603506594504 49.21327540550112, -123.1604185476978 49.2132899076891, -123.1604821755639 49.21330155200398, -123.1605317091803 49.21331249710509, -123.1605902064162 49.21332676440087, -123.1606573704697 49.213346358412, -123.1607235358033 49.2133651180671, -123.1607759368994 49.21337477209432, -123.1608281282659 49.21338538801422, -123.1608654784814 49.21339537788462, -123.1609496780261 49.21342237988897, -123.1610108088406 49.21344389917372, -123.1610857451273 49.21347194430302, -123.1611454528691 49.21349245588009, -123.1611973251301 49.21350712845123, -123.1613084908204 49.2135334000116, -123.1614238321102 49.21356149561054, -123.1615383512767 49.21359727474244, -123.1616618756436 49.21363311792719, -123.1617741466337 49.21365959014306, -123.1619972667681 49.21368775043221, -123.1620973941654 49.2137124144697, -123.1622518607928 49.2137667711181, -123.162366198904 49.21381128126519, -123.1624434764693 49.21383314640502, -123.1625526293976 49.21386439902489, -123.1626295241089 49.21388774924741, -123.1627137123135 49.21391829138583, -123.1627895118569 49.21394589138128, -123.1628612164366 49.21396540709843, -123.1629279273502 49.21398382208626, -123.16299906531 49.21400866173589, -123.163067890127 49.21403594283072, -123.1631443572089 49.21405963001389, -123.1631905734017 49.21407227008345, -123.1632379564841 49.21408497056806, -123.1632730997777 49.21409477987859, -123.1632974458021 49.2141024800372, -123.1633234350147 49.21411284471198, -123.1634144350898 49.21413558370126, -123.1635135186366 49.21416085124137, -123.1636438225324 49.21420120591662, -123.1637864042791 49.21424965363876, -123.1639129120478 49.21429676393929, -123.1640226615312 49.21433571886725, -123.1641383604959 49.21437221703402, -123.1642943635171 49.2144155971418, -123.1640874468026 49.21932348799417, -123.1639728676775 49.22202266567805, -123.1638348412459 49.22202016241119, -123.1637966556425 49.22292379155654, -123.1634499055247 49.22291982677073, -123.1632049359823 49.22266774546032, -123.1627869016482 49.22236460398352, -123.1624455349283 49.2222248807371, -123.1621209812312 49.22209211238899, -123.1623630300152 49.22187088722776, -123.1616497855287 49.22161391001798, -123.1615355740683 49.22167787731203, -123.1608646199192 49.22130000813669, -123.1610623624959 49.22119172974624, -123.1617203301299 49.22083134718786, -123.1613818314295 49.2204981017122, -123.1607346343038 49.22048682689297, -123.1608232596122 49.22021688084322, -123.1605111150127 49.21942789623193, -123.1600356732307 49.21895010244017, -123.1597850835197 49.21901250006574, -123.159509185742 49.21899447717976, -123.159510262877 49.21898523655426, -123.1595107807166 49.21897609739202, -123.1595112734471 49.21896698729364, -123.1595114075699 49.21895783892114, -123.1595113371449 49.21894869146423, -123.1595108965407 49.2189395378563, -123.1595101828232 49.21893038425807, -123.1595091118589 49.21892123746046, -123.1595078208351 49.2189120983759, -123.1595062435312 49.21890301750457, -123.1595043370956 49.21889395498415, -123.1595021415399 49.21888490736469, -123.1594997284905 49.21887591526708, -123.1594969724979 49.21886694295778, -123.1594939422929 49.21885798864461, -123.1594906117766 49.21884909757969, -123.1594870064432 49.21884023440339, -123.1594830590874 49.21883144328474, -123.1594788919883 49.21882272204085, -123.1594744521529 49.21881403954989, -123.1594696826824 49.21880542854198, -123.1594647066212 49.21879689676325, -123.1594594454921 49.21878840341219, -123.1594539240491 49.2187800374175, -123.1594480562639 49.21877170193044, -123.1594421087233 49.21876341388415, -123.1594357736041 49.21875524713823, -123.1591620381768 49.2184007609968, -123.1591558238494 49.21839257308955, -123.1591498169251 49.21838436002103, -123.1591438680568 49.2183760953359, -123.1591380549009 49.21836781080658, -123.1591323093426 49.21835945329347, -123.1591267689366 49.21835108497241, -123.1591213535666 49.21834264698288, -123.1591160910507 49.21833424544916, -123.1591108955925 49.21832573488636, -123.1591062229722 49.21831785333421, -123.159100986112 49.2183087408598, -123.1590994930875 49.2183060910547, -123.1590961445873 49.21830009820098, -123.1590914813629 49.21829118820524, -123.1590871818883 49.21828281565205, -123.1590827968154 49.21827415979957, -123.1590786182197 49.21826544903601, -123.1590745066054 49.21825672022015, -123.1590706021179 49.21824797074002, -123.1590668351573 49.21823917173799, -123.1590631504152 49.21823035238301, -123.1590596708792 49.21822152132091, -123.1590563165931 49.21821263951266, -123.1590531129698 49.21820378509493, -123.1590499772679 49.21819487481721, -123.1590470480975 49.21818590872914, -123.1590442565976 49.21817698049872, -123.159041616656 49.21816799771151, -123.1590392106392 49.21815947598276, -123.1590366795894 49.21815008170636, -123.1590354240806 49.21814520963045))",3,3
Point Grey Golf and Country Club (Private),Local,Golf Course,"POLYGON ((-123.1911893793445 49.22084343526991, -123.1910776662016 49.22445614028459, -123.19104717921 49.2254506178998, -123.1853865380384 49.22541266099996, -123.1853696727838 49.2264075646078, -123.1828397317691 49.22638913574809, -123.1827658182414 49.22645761659415, -123.1821847661931 49.22699330359936, -123.1821785824569 49.22736599618803, -123.1820405466457 49.22736504411377, -123.182030526252 49.2279983263217, -123.1815532163759 49.22799458904667, -123.1813387795196 49.22832235374565, -123.1813371839563 49.22844559105707, -123.1813344130319 49.22862640083287, -123.1813293646448 49.22893584528532, -123.1813284642451 49.22899026778803, -123.1813243115808 49.2292439410443, -123.1813211268234 49.22942475960189, -123.1813156739446 49.22973240691749, -123.1813101124403 49.23005201684033, -123.1788734128924 49.23004072144027, -123.1789367786498 49.22743692580695, -123.1790329559795 49.22399877600445, -123.1816540151928 49.22403064724457, -123.1818370652076 49.22358022667955, -123.1821220496983 49.22358373568174, -123.1841300455208 49.21865381240897, -123.1842119311408 49.21866492564526, -123.1842557508262 49.21866890402715, -123.1843630099823 49.2186717010613, -123.1844109438907 49.21867405376458, -123.1844711132607 49.21868006515003, -123.1845146630615 49.21868512270056, -123.1845549190386 49.21869090579829, -123.1845922911744 49.2186962433496, -123.1846440742475 49.21869984855503, -123.184717281343 49.2187036889615, -123.1847711400025 49.2187114287791, -123.1848120820375 49.2187165811443, -123.1848587686225 49.21871605645526, -123.1849704737275 49.21873260837612, -123.1850641675064 49.21874361314917, -123.1850980578426 49.21873609215418, -123.185121802666 49.21873272628846, -123.1851437881076 49.21873646925764, -123.1851664598983 49.21874030040345, -123.1852039707509 49.21874230943025, -123.1852310297536 49.21874424460818, -123.1852728061931 49.21875227400933, -123.1853272264517 49.21876343039904, -123.1854119977253 49.21877480811516, -123.1854790460109 49.21878432595904, -123.185527554456 49.21879323361759, -123.1855917315267 49.21880617409938, -123.1856538560116 49.21882064630204, -123.1857298625419 49.21883878487996, -123.1858521471335 49.21885702805918, -123.1859167731389 49.21887941287112, -123.1859951004054 49.21889008054168, -123.1860770977258 49.218894176492, -123.1861249010163 49.21889841752169, -123.1862088726416 49.21891636281879, -123.1863867196681 49.21895691463519, -123.186502162747 49.21898146490152, -123.1865695285078 49.21900176618111, -123.1866980910695 49.21904590525423, -123.1868850404279 49.21909273878709, -123.1870204394197 49.21912903995414, -123.1872026501719 49.21919710907724, -123.1873236418561 49.2192360424759, -123.1874524427881 49.21927037570099, -123.1875518463155 49.21929818954961, -123.187646752483 49.21933851377756, -123.187749862932 49.21936973084177, -123.1878701552306 49.21940515669287, -123.1879286086392 49.21942916903432, -123.1879671143602 49.21944367860065, -123.1879933643137 49.21944903288073, -123.1880344510744 49.21945616223846, -123.1880763895102 49.21947048657086, -123.1881555860552 49.21949626397778, -123.1884202254938 49.21960530555956, -123.1885383545669 49.21964954941841, -123.1886127560189 49.21967830273958, -123.188692129773 49.21971424404737, -123.1888755143978 49.21980110815167, -123.1890579327057 49.21988283849765, -123.1892510522396 49.21996554831099, -123.1894649642363 49.22002672576327, -123.1896435614927 49.22008184331495, -123.1897907789405 49.22015491262677, -123.1899356978004 49.22023338311612, -123.1900247317348 49.22028136162111, -123.1901451362528 49.2203452103093, -123.1902538454223 49.22040286125611, -123.1903471473226 49.22045335122847, -123.1905937545737 49.22058805354189, -123.1907946764815 49.2206946761887, -123.1908868595229 49.22074003998701, -123.1909656479947 49.22076581626062, -123.1910910277861 49.22080131950385, -123.1911468769434 49.22082587462359, -123.1911893793445 49.22084343526991))",26,21
Shaughnessy Golf Course,Local,Golf Course,"POLYGON ((-123.2212670425292 49.23766164727353, -123.2199562126928 49.23960668459996, -123.2086161170085 49.2352313159758, -123.2073045327842 49.2361179101084, -123.2068561495218 49.23598783309355, -123.2054291960759 49.23557435740642, -123.2045174769399 49.23531034587241, -123.2033001713003 49.23495700161914, -123.2023651451031 49.23470209902985, -123.2011718733073 49.23434005479351, -123.2002607474088 49.23407582817914, -123.1985024612986 49.2335661328386, -123.1985422344769 49.23337941253833, -123.1987808387564 49.23225459479631, -123.1982952723799 49.23157133996417, -123.1979101913297 49.23127920479508, -123.1977872773677 49.23077163290344, -123.1971826627833 49.23071194845667, -123.1971861820891 49.23038811285254, -123.1972311214364 49.23011817783121, -123.1972324980872 49.22998108796755, -123.1995594246504 49.23028841747703, -123.2026006249261 49.23069006059085, -123.2036527997716 49.23082898624711, -123.2039234000394 49.23086485031418, -123.2061958638502 49.23116529660026, -123.2073394715642 49.23037256604417, -123.2076086344108 49.23003250281104, -123.207659869335 49.22996764420915, -123.2077495001565 49.23008415186568, -123.2078946948697 49.23028025703059, -123.2080421648849 49.23046493461248, -123.2080714218244 49.23049762418398, -123.2081592148502 49.230568619037, -123.2083607845095 49.23071298897082, -123.2085522552177 49.23087554773165, -123.2086405915561 49.23094456194789, -123.2086970625982 49.2309816109595, -123.2088956509667 49.23110511624417, -123.209190077325 49.23128179045036, -123.2092448752394 49.23131245465033, -123.2093993243448 49.23139114615215, -123.2094000089893 49.23139115216035, -123.2094084056271 49.23139545429197, -123.2095678113368 49.23147738223736, -123.2096767110126 49.23153322560137, -123.209763680835 49.2315709370634, -123.2099993643094 49.231663070715, -123.2100249606253 49.23167426796552, -123.2103024124506 49.23180122579995, -123.2103730248178 49.23183599870718, -123.210731940329 49.23202631448357, -123.2108865369624 49.23210671975626, -123.2110902585162 49.23220781421654, -123.2113077484698 49.2323128411259, -123.2114488179321 49.23237761834619, -123.2117343699999 49.23250185963914, -123.2120521557607 49.23261182907846, -123.2122984191424 49.2327023185783, -123.2124179031956 49.23276191746336, -123.2126866489234 49.23290579711257, -123.212990180499 49.23308578194978, -123.2131341945838 49.23316314493426, -123.2133346768821 49.23324373235589, -123.2136845818693 49.23337800598128, -123.2140515765426 49.2335283565786, -123.2142597897235 49.23361351582318, -123.2144217481888 49.23367896984321, -123.2145790299884 49.23374245450891, -123.2146832111282 49.23378786700786, -123.2148543123826 49.23387057486116, -123.2149954524689 49.23394632245431, -123.2152949895017 49.23412342090912, -123.2154783464565 49.23424424503542, -123.2156600649966 49.23436381321964, -123.2158517318519 49.2344679796245, -123.2161762756589 49.23461381622617, -123.2163944719406 49.23468707876807, -123.2165793735642 49.23475158753148, -123.2167863663481 49.23487290571692, -123.2170242475315 49.23501791254139, -123.2172933116311 49.23513443446129, -123.2174550473504 49.2352096002261, -123.2176753931326 49.23533350024417, -123.2179122531672 49.23546690330098, -123.2181647988492 49.23560602376787, -123.2183184766263 49.23569100803032, -123.2184596719737 49.23577664648803, -123.2186036077781 49.23586407760123, -123.218871090963 49.23599409233103, -123.21900770258 49.23606795459738, -123.21932640184 49.23625445094114, -123.2193795743394 49.23628763279152, -123.2195930378322 49.23644023629553, -123.2198868559889 49.23668066052216, -123.2200003722907 49.23678415967976, -123.2200689146865 49.23684447709466, -123.2201688575259 49.23691966681106, -123.2204609810484 49.23712078296945, -123.2206088027274 49.23721512243668, -123.2207303137685 49.23729341912991, -123.2207923857781 49.2373472714037, -123.2209006944245 49.23745275911953, -123.2209722106683 49.23750173582643, -123.2211155253855 49.23757108492607, -123.2211423800046 49.23758587586286, -123.2212153882164 49.23763053223772, -123.2212670425292 49.23766164727353))",1,1
